"","escolaridad","condición.de.asistencia.escolar","aptitud.de.leer.y.escribir","valor"
"588","Secundaria","Asiste","No.sabe.leer.y.escribir",46085
"589","Secundaria","Asiste","No.sabe.leer.y.escribir",42302
"590","Secundaria","Asiste","No.sabe.leer.y.escribir",45839
"591","Secundaria","Asiste","No.sabe.leer.y.escribir",16874
"592","Secundaria","Asiste","No.sabe.leer.y.escribir",131758
"593","Secundaria","Asiste","No.sabe.leer.y.escribir",32779
"594","Secundaria","Asiste","No.sabe.leer.y.escribir",23079
"595","Preparatoria.o.bachillerato","Asiste","No.sabe.leer.y.escribir",17770
"596","Preparatoria.o.bachillerato","Asiste","No.sabe.leer.y.escribir",52605
"597","Preparatoria.o.bachillerato","Asiste","No.sabe.leer.y.escribir",12780
"598","Preparatoria.o.bachillerato","Asiste","No.sabe.leer.y.escribir",14959
"599","Preparatoria.o.bachillerato","Asiste","No.sabe.leer.y.escribir",202707
"600","Preparatoria.o.bachillerato","Asiste","No.sabe.leer.y.escribir",55258
"601","Preparatoria.o.bachillerato","Asiste","No.sabe.leer.y.escribir",69130
"602","Preparatoria.o.bachillerato","Asiste","No.sabe.leer.y.escribir",39038
"603","Preparatoria.o.bachillerato","Asiste","No.sabe.leer.y.escribir",10818
"604","Preparatoria.o.bachillerato","Asiste","No.sabe.leer.y.escribir",29229
"605","Preparatoria.o.bachillerato","Asiste","No.sabe.leer.y.escribir",1871713
"606","Preparatoria.o.bachillerato","Asiste","No.sabe.leer.y.escribir",92904
"607","Preparatoria.o.bachillerato","Asiste","No.sabe.leer.y.escribir",87642
"608","Preparatoria.o.bachillerato","Asiste","No.sabe.leer.y.escribir",39154
"609","Preparatoria.o.bachillerato","Asiste","No.sabe.leer.y.escribir",118430
"610","Preparatoria.o.bachillerato","Asiste","No.sabe.leer.y.escribir",179003
"611","Preparatoria.o.bachillerato","Asiste","No.sabe.leer.y.escribir",92930
"612","Preparatoria.o.bachillerato","Asiste","No.sabe.leer.y.escribir",24358
"613","Preparatoria.o.bachillerato","Asiste","No.sabe.leer.y.escribir",21475
"614","Preparatoria.o.bachillerato","Asiste","No.sabe.leer.y.escribir",63377
"615","Preparatoria.o.bachillerato","Asiste","No.sabe.leer.y.escribir",78056
"616","Preparatoria.o.bachillerato","Asiste","No.sabe.leer.y.escribir",102130
"617","Preparatoria.o.bachillerato","Asiste","No.sabe.leer.y.escribir",28115
"618","Preparatoria.o.bachillerato","Asiste","No.sabe.leer.y.escribir",28565
"619","Preparatoria.o.bachillerato","Asiste","No.sabe.leer.y.escribir",35962
"620","Preparatoria.o.bachillerato","Asiste","No.sabe.leer.y.escribir",36602
"621","Preparatoria.o.bachillerato","Asiste","No.sabe.leer.y.escribir",46085
"622","Preparatoria.o.bachillerato","Asiste","No.sabe.leer.y.escribir",42302
"623","Preparatoria.o.bachillerato","Asiste","No.sabe.leer.y.escribir",45839
"624","Preparatoria.o.bachillerato","Asiste","No.sabe.leer.y.escribir",16874
"625","Preparatoria.o.bachillerato","Asiste","No.sabe.leer.y.escribir",131758
"626","Preparatoria.o.bachillerato","Asiste","No.sabe.leer.y.escribir",32779
"627","Preparatoria.o.bachillerato","Asiste","No.sabe.leer.y.escribir",23079
"628","Licenciatura.o.equivalente","Asiste","No.sabe.leer.y.escribir",17770
"629","Licenciatura.o.equivalente","Asiste","No.sabe.leer.y.escribir",52605
"630","Licenciatura.o.equivalente","Asiste","No.sabe.leer.y.escribir",12780
"631","Licenciatura.o.equivalente","Asiste","No.sabe.leer.y.escribir",14959
"632","Licenciatura.o.equivalente","Asiste","No.sabe.leer.y.escribir",202707
"633","Licenciatura.o.equivalente","Asiste","No.sabe.leer.y.escribir",55258
"634","Licenciatura.o.equivalente","Asiste","No.sabe.leer.y.escribir",69130
"635","Licenciatura.o.equivalente","Asiste","No.sabe.leer.y.escribir",39038
"636","Licenciatura.o.equivalente","Asiste","No.sabe.leer.y.escribir",10818
"637","Licenciatura.o.equivalente","Asiste","No.sabe.leer.y.escribir",29229
"638","Licenciatura.o.equivalente","Asiste","No.sabe.leer.y.escribir",1871713
"639","Licenciatura.o.equivalente","Asiste","No.sabe.leer.y.escribir",92904
"640","Licenciatura.o.equivalente","Asiste","No.sabe.leer.y.escribir",87642
"641","Licenciatura.o.equivalente","Asiste","No.sabe.leer.y.escribir",39154
"642","Licenciatura.o.equivalente","Asiste","No.sabe.leer.y.escribir",118430
"643","Licenciatura.o.equivalente","Asiste","No.sabe.leer.y.escribir",179003
"644","Licenciatura.o.equivalente","Asiste","No.sabe.leer.y.escribir",92930
"645","Licenciatura.o.equivalente","Asiste","No.sabe.leer.y.escribir",24358
"646","Licenciatura.o.equivalente","Asiste","No.sabe.leer.y.escribir",21475
"647","Licenciatura.o.equivalente","Asiste","No.sabe.leer.y.escribir",63377
"648","Licenciatura.o.equivalente","Asiste","No.sabe.leer.y.escribir",78056
"649","Licenciatura.o.equivalente","Asiste","No.sabe.leer.y.escribir",102130
"650","Licenciatura.o.equivalente","Asiste","No.sabe.leer.y.escribir",28115
"651","Licenciatura.o.equivalente","Asiste","No.sabe.leer.y.escribir",28565
"652","Licenciatura.o.equivalente","Asiste","No.sabe.leer.y.escribir",35962
"653","Licenciatura.o.equivalente","Asiste","No.sabe.leer.y.escribir",36602
"654","Licenciatura.o.equivalente","Asiste","No.sabe.leer.y.escribir",46085
"655","Licenciatura.o.equivalente","Asiste","No.sabe.leer.y.escribir",42302
"656","Licenciatura.o.equivalente","Asiste","No.sabe.leer.y.escribir",45839
"657","Licenciatura.o.equivalente","Asiste","No.sabe.leer.y.escribir",16874
"658","Licenciatura.o.equivalente","Asiste","No.sabe.leer.y.escribir",131758
"659","Licenciatura.o.equivalente","Asiste","No.sabe.leer.y.escribir",32779
"660","Licenciatura.o.equivalente","Asiste","No.sabe.leer.y.escribir",23079
"661","Posgrado","Asiste","No.sabe.leer.y.escribir",17770
"662","Posgrado","Asiste","No.sabe.leer.y.escribir",52605
"663","Posgrado","Asiste","No.sabe.leer.y.escribir",12780
"664","Posgrado","Asiste","No.sabe.leer.y.escribir",14959
"665","Posgrado","Asiste","No.sabe.leer.y.escribir",202707
"666","Posgrado","Asiste","No.sabe.leer.y.escribir",55258
"667","Posgrado","Asiste","No.sabe.leer.y.escribir",69130
"668","Posgrado","Asiste","No.sabe.leer.y.escribir",39038
"669","Posgrado","Asiste","No.sabe.leer.y.escribir",10818
"670","Posgrado","Asiste","No.sabe.leer.y.escribir",29229
"671","Posgrado","Asiste","No.sabe.leer.y.escribir",1871713
"672","Posgrado","Asiste","No.sabe.leer.y.escribir",92904
"673","Posgrado","Asiste","No.sabe.leer.y.escribir",87642
"674","Posgrado","Asiste","No.sabe.leer.y.escribir",39154
"675","Posgrado","Asiste","No.sabe.leer.y.escribir",118430
"676","Posgrado","Asiste","No.sabe.leer.y.escribir",179003
"677","Posgrado","Asiste","No.sabe.leer.y.escribir",92930
"678","Posgrado","Asiste","No.sabe.leer.y.escribir",24358
"679","Posgrado","Asiste","No.sabe.leer.y.escribir",21475
"680","Posgrado","Asiste","No.sabe.leer.y.escribir",63377
"681","Posgrado","Asiste","No.sabe.leer.y.escribir",78056
"682","Posgrado","Asiste","No.sabe.leer.y.escribir",102130
"683","Posgrado","Asiste","No.sabe.leer.y.escribir",28115
"684","Posgrado","Asiste","No.sabe.leer.y.escribir",28565
"685","Posgrado","Asiste","No.sabe.leer.y.escribir",35962
"686","Posgrado","Asiste","No.sabe.leer.y.escribir",36602
"687","Posgrado","Asiste","No.sabe.leer.y.escribir",46085
"688","Posgrado","Asiste","No.sabe.leer.y.escribir",42302
"689","Posgrado","Asiste","No.sabe.leer.y.escribir",45839
"690","Posgrado","Asiste","No.sabe.leer.y.escribir",16874
"691","Posgrado","Asiste","No.sabe.leer.y.escribir",131758
"692","Posgrado","Asiste","No.sabe.leer.y.escribir",32779
"693","Posgrado","Asiste","No.sabe.leer.y.escribir",23079
"694","Sin.escolaridad","No.asiste","No.sabe.leer.y.escribir",17770
"695","Sin.escolaridad","No.asiste","No.sabe.leer.y.escribir",52605
"696","Sin.escolaridad","No.asiste","No.sabe.leer.y.escribir",12780
"697","Sin.escolaridad","No.asiste","No.sabe.leer.y.escribir",14959
"698","Sin.escolaridad","No.asiste","No.sabe.leer.y.escribir",202707
"699","Sin.escolaridad","No.asiste","No.sabe.leer.y.escribir",55258
"700","Sin.escolaridad","No.asiste","No.sabe.leer.y.escribir",69130
"701","Sin.escolaridad","No.asiste","No.sabe.leer.y.escribir",39038
"702","Sin.escolaridad","No.asiste","No.sabe.leer.y.escribir",10818
"703","Sin.escolaridad","No.asiste","No.sabe.leer.y.escribir",29229
"704","Sin.escolaridad","No.asiste","No.sabe.leer.y.escribir",1871713
"705","Sin.escolaridad","No.asiste","No.sabe.leer.y.escribir",92904
"706","Sin.escolaridad","No.asiste","No.sabe.leer.y.escribir",87642
"707","Sin.escolaridad","No.asiste","No.sabe.leer.y.escribir",39154
"708","Sin.escolaridad","No.asiste","No.sabe.leer.y.escribir",118430
"709","Sin.escolaridad","No.asiste","No.sabe.leer.y.escribir",179003
"710","Sin.escolaridad","No.asiste","No.sabe.leer.y.escribir",92930
"711","Sin.escolaridad","No.asiste","No.sabe.leer.y.escribir",24358
"712","Sin.escolaridad","No.asiste","No.sabe.leer.y.escribir",21475
"713","Sin.escolaridad","No.asiste","No.sabe.leer.y.escribir",63377
"714","Sin.escolaridad","No.asiste","No.sabe.leer.y.escribir",78056
"715","Sin.escolaridad","No.asiste","No.sabe.leer.y.escribir",102130
"716","Sin.escolaridad","No.asiste","No.sabe.leer.y.escribir",28115
"717","Sin.escolaridad","No.asiste","No.sabe.leer.y.escribir",28565
"718","Sin.escolaridad","No.asiste","No.sabe.leer.y.escribir",35962
"719","Sin.escolaridad","No.asiste","No.sabe.leer.y.escribir",36602
"720","Sin.escolaridad","No.asiste","No.sabe.leer.y.escribir",46085
"721","Sin.escolaridad","No.asiste","No.sabe.leer.y.escribir",42302
"722","Sin.escolaridad","No.asiste","No.sabe.leer.y.escribir",45839
"723","Sin.escolaridad","No.asiste","No.sabe.leer.y.escribir",16874
"724","Sin.escolaridad","No.asiste","No.sabe.leer.y.escribir",131758
"725","Sin.escolaridad","No.asiste","No.sabe.leer.y.escribir",32779
"726","Sin.escolaridad","No.asiste","No.sabe.leer.y.escribir",23079
"727","Preescolar","No.asiste","No.sabe.leer.y.escribir",17770
"728","Preescolar","No.asiste","No.sabe.leer.y.escribir",52605
"729","Preescolar","No.asiste","No.sabe.leer.y.escribir",12780
"730","Preescolar","No.asiste","No.sabe.leer.y.escribir",14959
"731","Preescolar","No.asiste","No.sabe.leer.y.escribir",202707
"732","Preescolar","No.asiste","No.sabe.leer.y.escribir",55258
"733","Preescolar","No.asiste","No.sabe.leer.y.escribir",69130
"734","Preescolar","No.asiste","No.sabe.leer.y.escribir",39038
"735","Preescolar","No.asiste","No.sabe.leer.y.escribir",10818
"736","Preescolar","No.asiste","No.sabe.leer.y.escribir",29229
"737","Preescolar","No.asiste","No.sabe.leer.y.escribir",1871713
"738","Preescolar","No.asiste","No.sabe.leer.y.escribir",92904
"739","Preescolar","No.asiste","No.sabe.leer.y.escribir",87642
"740","Preescolar","No.asiste","No.sabe.leer.y.escribir",39154
"741","Preescolar","No.asiste","No.sabe.leer.y.escribir",118430
"742","Preescolar","No.asiste","No.sabe.leer.y.escribir",179003
"743","Preescolar","No.asiste","No.sabe.leer.y.escribir",92930
"744","Preescolar","No.asiste","No.sabe.leer.y.escribir",24358
"745","Preescolar","No.asiste","No.sabe.leer.y.escribir",21475
"746","Preescolar","No.asiste","No.sabe.leer.y.escribir",63377
"747","Preescolar","No.asiste","No.sabe.leer.y.escribir",78056
"748","Preescolar","No.asiste","No.sabe.leer.y.escribir",102130
"749","Preescolar","No.asiste","No.sabe.leer.y.escribir",28115
"750","Preescolar","No.asiste","No.sabe.leer.y.escribir",28565
"751","Preescolar","No.asiste","No.sabe.leer.y.escribir",35962
"752","Preescolar","No.asiste","No.sabe.leer.y.escribir",36602
"753","Preescolar","No.asiste","No.sabe.leer.y.escribir",46085
"754","Preescolar","No.asiste","No.sabe.leer.y.escribir",42302
"755","Preescolar","No.asiste","No.sabe.leer.y.escribir",45839
"756","Preescolar","No.asiste","No.sabe.leer.y.escribir",16874
"757","Preescolar","No.asiste","No.sabe.leer.y.escribir",131758
"758","Preescolar","No.asiste","No.sabe.leer.y.escribir",32779
"759","Preescolar","No.asiste","No.sabe.leer.y.escribir",23079
"760","Primaria","No.asiste","No.sabe.leer.y.escribir",17770
"761","Primaria","No.asiste","No.sabe.leer.y.escribir",52605
"762","Primaria","No.asiste","No.sabe.leer.y.escribir",12780
"763","Primaria","No.asiste","No.sabe.leer.y.escribir",14959
"764","Primaria","No.asiste","No.sabe.leer.y.escribir",202707
"765","Primaria","No.asiste","No.sabe.leer.y.escribir",55258
"766","Primaria","No.asiste","No.sabe.leer.y.escribir",69130
"767","Primaria","No.asiste","No.sabe.leer.y.escribir",39038
"768","Primaria","No.asiste","No.sabe.leer.y.escribir",10818
"769","Primaria","No.asiste","No.sabe.leer.y.escribir",29229
"770","Primaria","No.asiste","No.sabe.leer.y.escribir",1871713
"771","Primaria","No.asiste","No.sabe.leer.y.escribir",92904
"772","Primaria","No.asiste","No.sabe.leer.y.escribir",87642
"773","Primaria","No.asiste","No.sabe.leer.y.escribir",39154
"774","Primaria","No.asiste","No.sabe.leer.y.escribir",118430
"775","Primaria","No.asiste","No.sabe.leer.y.escribir",179003
"776","Primaria","No.asiste","No.sabe.leer.y.escribir",92930
"777","Primaria","No.asiste","No.sabe.leer.y.escribir",24358
"778","Primaria","No.asiste","No.sabe.leer.y.escribir",21475
"779","Primaria","No.asiste","No.sabe.leer.y.escribir",63377
"780","Primaria","No.asiste","No.sabe.leer.y.escribir",78056
"781","Primaria","No.asiste","No.sabe.leer.y.escribir",102130
"782","Primaria","No.asiste","No.sabe.leer.y.escribir",28115
"783","Primaria","No.asiste","No.sabe.leer.y.escribir",28565
"784","Primaria","No.asiste","No.sabe.leer.y.escribir",35962
"785","Primaria","No.asiste","No.sabe.leer.y.escribir",36602
"786","Primaria","No.asiste","No.sabe.leer.y.escribir",46085
"787","Primaria","No.asiste","No.sabe.leer.y.escribir",42302
"788","Primaria","No.asiste","No.sabe.leer.y.escribir",45839
"789","Primaria","No.asiste","No.sabe.leer.y.escribir",16874
"790","Primaria","No.asiste","No.sabe.leer.y.escribir",131758
"791","Primaria","No.asiste","No.sabe.leer.y.escribir",32779
"792","Primaria","No.asiste","No.sabe.leer.y.escribir",23079
"793","Secundaria","No.asiste","No.sabe.leer.y.escribir",17770
"794","Secundaria","No.asiste","No.sabe.leer.y.escribir",52605
"795","Secundaria","No.asiste","No.sabe.leer.y.escribir",12780
"796","Secundaria","No.asiste","No.sabe.leer.y.escribir",14959
"797","Secundaria","No.asiste","No.sabe.leer.y.escribir",202707
"798","Secundaria","No.asiste","No.sabe.leer.y.escribir",55258
"799","Secundaria","No.asiste","No.sabe.leer.y.escribir",69130
"800","Secundaria","No.asiste","No.sabe.leer.y.escribir",39038
"801","Secundaria","No.asiste","No.sabe.leer.y.escribir",10818
"802","Secundaria","No.asiste","No.sabe.leer.y.escribir",29229
"803","Secundaria","No.asiste","No.sabe.leer.y.escribir",1871713
"804","Secundaria","No.asiste","No.sabe.leer.y.escribir",92904
"805","Secundaria","No.asiste","No.sabe.leer.y.escribir",87642
"806","Secundaria","No.asiste","No.sabe.leer.y.escribir",39154
"807","Secundaria","No.asiste","No.sabe.leer.y.escribir",118430
"808","Secundaria","No.asiste","No.sabe.leer.y.escribir",179003
"809","Secundaria","No.asiste","No.sabe.leer.y.escribir",92930
"810","Secundaria","No.asiste","No.sabe.leer.y.escribir",24358
"811","Secundaria","No.asiste","No.sabe.leer.y.escribir",21475
"812","Secundaria","No.asiste","No.sabe.leer.y.escribir",63377
"813","Secundaria","No.asiste","No.sabe.leer.y.escribir",78056
"814","Secundaria","No.asiste","No.sabe.leer.y.escribir",102130
"815","Secundaria","No.asiste","No.sabe.leer.y.escribir",28115
"816","Secundaria","No.asiste","No.sabe.leer.y.escribir",28565
"817","Secundaria","No.asiste","No.sabe.leer.y.escribir",35962
"818","Secundaria","No.asiste","No.sabe.leer.y.escribir",36602
"819","Secundaria","No.asiste","No.sabe.leer.y.escribir",46085
"820","Secundaria","No.asiste","No.sabe.leer.y.escribir",42302
"821","Secundaria","No.asiste","No.sabe.leer.y.escribir",45839
"822","Secundaria","No.asiste","No.sabe.leer.y.escribir",16874
"823","Secundaria","No.asiste","No.sabe.leer.y.escribir",131758
"824","Secundaria","No.asiste","No.sabe.leer.y.escribir",32779
"825","Secundaria","No.asiste","No.sabe.leer.y.escribir",23079
"826","Preparatoria.o.bachillerato","No.asiste","No.sabe.leer.y.escribir",17770
"827","Preparatoria.o.bachillerato","No.asiste","No.sabe.leer.y.escribir",52605
"828","Preparatoria.o.bachillerato","No.asiste","No.sabe.leer.y.escribir",12780
"829","Preparatoria.o.bachillerato","No.asiste","No.sabe.leer.y.escribir",14959
"830","Preparatoria.o.bachillerato","No.asiste","No.sabe.leer.y.escribir",202707
"831","Preparatoria.o.bachillerato","No.asiste","No.sabe.leer.y.escribir",55258
"832","Preparatoria.o.bachillerato","No.asiste","No.sabe.leer.y.escribir",69130
"833","Preparatoria.o.bachillerato","No.asiste","No.sabe.leer.y.escribir",39038
"834","Preparatoria.o.bachillerato","No.asiste","No.sabe.leer.y.escribir",10818
"835","Preparatoria.o.bachillerato","No.asiste","No.sabe.leer.y.escribir",29229
"836","Preparatoria.o.bachillerato","No.asiste","No.sabe.leer.y.escribir",1871713
"837","Preparatoria.o.bachillerato","No.asiste","No.sabe.leer.y.escribir",92904
"838","Preparatoria.o.bachillerato","No.asiste","No.sabe.leer.y.escribir",87642
"839","Preparatoria.o.bachillerato","No.asiste","No.sabe.leer.y.escribir",39154
"840","Preparatoria.o.bachillerato","No.asiste","No.sabe.leer.y.escribir",118430
"841","Preparatoria.o.bachillerato","No.asiste","No.sabe.leer.y.escribir",179003
"842","Preparatoria.o.bachillerato","No.asiste","No.sabe.leer.y.escribir",92930
"843","Preparatoria.o.bachillerato","No.asiste","No.sabe.leer.y.escribir",24358
"844","Preparatoria.o.bachillerato","No.asiste","No.sabe.leer.y.escribir",21475
"845","Preparatoria.o.bachillerato","No.asiste","No.sabe.leer.y.escribir",63377
"846","Preparatoria.o.bachillerato","No.asiste","No.sabe.leer.y.escribir",78056
"847","Preparatoria.o.bachillerato","No.asiste","No.sabe.leer.y.escribir",102130
"848","Preparatoria.o.bachillerato","No.asiste","No.sabe.leer.y.escribir",28115
"849","Preparatoria.o.bachillerato","No.asiste","No.sabe.leer.y.escribir",28565
"850","Preparatoria.o.bachillerato","No.asiste","No.sabe.leer.y.escribir",35962
"851","Preparatoria.o.bachillerato","No.asiste","No.sabe.leer.y.escribir",36602
"852","Preparatoria.o.bachillerato","No.asiste","No.sabe.leer.y.escribir",46085
"853","Preparatoria.o.bachillerato","No.asiste","No.sabe.leer.y.escribir",42302
"854","Preparatoria.o.bachillerato","No.asiste","No.sabe.leer.y.escribir",45839
"855","Preparatoria.o.bachillerato","No.asiste","No.sabe.leer.y.escribir",16874
"856","Preparatoria.o.bachillerato","No.asiste","No.sabe.leer.y.escribir",131758
"857","Preparatoria.o.bachillerato","No.asiste","No.sabe.leer.y.escribir",32779
"858","Preparatoria.o.bachillerato","No.asiste","No.sabe.leer.y.escribir",23079
"859","Licenciatura.o.equivalente","No.asiste","No.sabe.leer.y.escribir",17770
"860","Licenciatura.o.equivalente","No.asiste","No.sabe.leer.y.escribir",52605
"861","Licenciatura.o.equivalente","No.asiste","No.sabe.leer.y.escribir",12780
"862","Licenciatura.o.equivalente","No.asiste","No.sabe.leer.y.escribir",14959
"863","Licenciatura.o.equivalente","No.asiste","No.sabe.leer.y.escribir",202707
"864","Licenciatura.o.equivalente","No.asiste","No.sabe.leer.y.escribir",55258
"865","Licenciatura.o.equivalente","No.asiste","No.sabe.leer.y.escribir",69130
"866","Licenciatura.o.equivalente","No.asiste","No.sabe.leer.y.escribir",39038
"867","Licenciatura.o.equivalente","No.asiste","No.sabe.leer.y.escribir",10818
"868","Licenciatura.o.equivalente","No.asiste","No.sabe.leer.y.escribir",29229
"869","Licenciatura.o.equivalente","No.asiste","No.sabe.leer.y.escribir",1871713
"870","Licenciatura.o.equivalente","No.asiste","No.sabe.leer.y.escribir",92904
"871","Licenciatura.o.equivalente","No.asiste","No.sabe.leer.y.escribir",87642
"872","Licenciatura.o.equivalente","No.asiste","No.sabe.leer.y.escribir",39154
"873","Licenciatura.o.equivalente","No.asiste","No.sabe.leer.y.escribir",118430
"874","Licenciatura.o.equivalente","No.asiste","No.sabe.leer.y.escribir",179003
"875","Licenciatura.o.equivalente","No.asiste","No.sabe.leer.y.escribir",92930
"876","Licenciatura.o.equivalente","No.asiste","No.sabe.leer.y.escribir",24358
"877","Licenciatura.o.equivalente","No.asiste","No.sabe.leer.y.escribir",21475
"878","Licenciatura.o.equivalente","No.asiste","No.sabe.leer.y.escribir",63377
"879","Licenciatura.o.equivalente","No.asiste","No.sabe.leer.y.escribir",78056
"880","Licenciatura.o.equivalente","No.asiste","No.sabe.leer.y.escribir",102130
"881","Licenciatura.o.equivalente","No.asiste","No.sabe.leer.y.escribir",28115
"882","Licenciatura.o.equivalente","No.asiste","No.sabe.leer.y.escribir",28565
"883","Licenciatura.o.equivalente","No.asiste","No.sabe.leer.y.escribir",35962
"884","Licenciatura.o.equivalente","No.asiste","No.sabe.leer.y.escribir",36602
"885","Licenciatura.o.equivalente","No.asiste","No.sabe.leer.y.escribir",46085
"886","Licenciatura.o.equivalente","No.asiste","No.sabe.leer.y.escribir",42302
"887","Licenciatura.o.equivalente","No.asiste","No.sabe.leer.y.escribir",45839
"888","Licenciatura.o.equivalente","No.asiste","No.sabe.leer.y.escribir",16874
"889","Licenciatura.o.equivalente","No.asiste","No.sabe.leer.y.escribir",131758
"890","Licenciatura.o.equivalente","No.asiste","No.sabe.leer.y.escribir",32779
"891","Licenciatura.o.equivalente","No.asiste","No.sabe.leer.y.escribir",23079
"892","Posgrado","No.asiste","No.sabe.leer.y.escribir",17770
"893","Posgrado","No.asiste","No.sabe.leer.y.escribir",52605
"894","Posgrado","No.asiste","No.sabe.leer.y.escribir",12780
"895","Posgrado","No.asiste","No.sabe.leer.y.escribir",14959
"896","Posgrado","No.asiste","No.sabe.leer.y.escribir",202707
"897","Posgrado","No.asiste","No.sabe.leer.y.escribir",55258
"898","Posgrado","No.asiste","No.sabe.leer.y.escribir",69130
"899","Posgrado","No.asiste","No.sabe.leer.y.escribir",39038
"900","Posgrado","No.asiste","No.sabe.leer.y.escribir",10818
"901","Posgrado","No.asiste","No.sabe.leer.y.escribir",29229
"902","Posgrado","No.asiste","No.sabe.leer.y.escribir",1871713
"903","Posgrado","No.asiste","No.sabe.leer.y.escribir",92904
"904","Posgrado","No.asiste","No.sabe.leer.y.escribir",87642
"905","Posgrado","No.asiste","No.sabe.leer.y.escribir",39154
"906","Posgrado","No.asiste","No.sabe.leer.y.escribir",118430
"907","Posgrado","No.asiste","No.sabe.leer.y.escribir",179003
"908","Posgrado","No.asiste","No.sabe.leer.y.escribir",92930
"909","Posgrado","No.asiste","No.sabe.leer.y.escribir",24358
"910","Posgrado","No.asiste","No.sabe.leer.y.escribir",21475
"911","Posgrado","No.asiste","No.sabe.leer.y.escribir",63377
"912","Posgrado","No.asiste","No.sabe.leer.y.escribir",78056
"913","Posgrado","No.asiste","No.sabe.leer.y.escribir",102130
"914","Posgrado","No.asiste","No.sabe.leer.y.escribir",28115
"915","Posgrado","No.asiste","No.sabe.leer.y.escribir",28565
"916","Posgrado","No.asiste","No.sabe.leer.y.escribir",35962
"917","Posgrado","No.asiste","No.sabe.leer.y.escribir",36602
"918","Posgrado","No.asiste","No.sabe.leer.y.escribir",46085
"919","Posgrado","No.asiste","No.sabe.leer.y.escribir",42302
"920","Posgrado","No.asiste","No.sabe.leer.y.escribir",45839
"921","Posgrado","No.asiste","No.sabe.leer.y.escribir",16874
"922","Posgrado","No.asiste","No.sabe.leer.y.escribir",131758
"923","Posgrado","No.asiste","No.sabe.leer.y.escribir",32779
"924","Posgrado","No.asiste","No.sabe.leer.y.escribir",23079
